"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
4667,"Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents.","1740",1740,"Printed for C. Rivington and J. Osborn","London","Prose Fiction","Epistolary","Richardson, Samuel. <u>Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents</u>. London: Printed for C. Rivington and J. Osborn, 1741. ","Title page says 1741",""
4668,"Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents: Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth and Nature: and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is intirely divested of all those Images, which, in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In Two Volumes","1740",1740,"Printed for C. Rivington, in St. Paul's Church-Yard; and J. Osborn [etc.]","London","Prose Fiction","","","Title page says 1741",""
4669,"The Tragedy of Marcus Brutus. With Prologue, and the Two Last Chorus's. [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Drama","Tragedy","","3rd edition",""
4670,"The Theogony, or the Generation of the Gods [from HesiodThe works Of Hesiod translated From The Greek. By Mr. Cooke. The Second Edition]","1740",1740,"Printed by John Wilson For John Wood and Ch. Woodward [etc.]","London","Poetry","Translation","","2nd edition",""
4671,"Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents: Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth and Nature: and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is intirely divested of all those Images, which, in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In Two Volumes","1740",1740,"Printed for C. Rivington and J. Osborn","London","Prose Fiction","Epistolary","Richardson, Samuel. <u>Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents</u>. London: Printed for C. Rivington and J. Osborn, 1741. ","Title page says 1741",""
4672,"To Amoretta. [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Poetry","Tragedy","","3rd edition",""
4673,"The Tragedy of Marcus Brutus. With Prologue, and the Two Last Chorus's. [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Poetry","Tragedy","","3rd edition",""
4674,"The Love-Feast [from Hymns and Sacred Poems]","1740",1740,"","","Poetry","","","",""
4675,"Ode on Love. [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Poetry","Ode","","3rd edition",""
4676,"Solomon's Song. Chap. V. 15, &c. Altered from Sandys. [from Hymns and Sacred Poems]","1740",1740,"","","Poetry","Hymn; Devotional","","",""
4677,"Alrick and Isabel: or, the Unhappy Marriage. A poem. By Stephen Duck","1740",1740,"Printed for J. Roberts [etc.]","London","Poetry","","","",""
4678,"The Rival Nymphs: Or, The Merry Swain. A pastoral comedy. As it was Perform'd By the Young Ladies of Mrs. Bellamy's School, with the general Approbation of their Friends [from Miscellanies in Prose and Verse, Consisting of Dramatick Pieces, Poems, Humorous Tales, Fables, &c.","1740",1740,"Printed for J. Hodges [etc.]","London","Drama","Comedy","","first performed: Unknown or unacted.",""
4679,"A Treatise of Human Nature","1740",1740,"","","Prose","Philosophy; British Empiricism","","Vol. III in Nov. 1740, I and II in January 1739",""
4680,"The Tragedy of Julius Caesar, Altered: With Prologue and Chorus; [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Poetry","Tragedy","","3rd edition",""
4681,"The Rapture. [from The Works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham. In two volumes ... The third edition, Corrected]","1740",1740,"Printed for T. Wotton ... D. Browne [etc.]","London","Poetry","","","3rd edition",""
4682,"Works and Days [from The works Of Hesiod translated From The Greek. By Mr. Cooke. The Second Edition]","1740",1740,"Printed by John Wilson For John Wood and Ch. Woodward [etc.]","London","Poetry","Translation","","2nd edition",""
4683,"The Life of Faith, Exemplified in the Eleventh Chapter of St. Paul's Epistle to the Hebrews.[from Hymns and Sacred Poems]","1740",1740,"","","Poetry","","","",""
4684,"A philosophical dissertation upon the inlets to human knowledge, in a letter from a gentleman in the country to his friend at London.","1740",1740,"Re-printed by George Faulkner","London: printed, Dublin","Prose","Philosophy; Dissertation","Philalethes, Gentleman in the country. <u>A philosophical dissertation upon the inlets to human knowledge, in a letter from a gentleman in the country to his friend at London</u>. The second edition [Dublin], 1740. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","2nd edition",""
4685,"A Dialogue","1741",1741,"","","Poetry","","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","",""
4686,"Song. 'Well--I will never more complain'","1741",1741,"Sam Harding","London","Poetry","Song","Prior, Matthew, <u>The Literary Works of Matthew Prior</u>. Ed. H. Bunker Wright and Monroe K. Spears. 2 vols. Second Edition. Oxford: Oxford University Press, 1971.","",""
4687,"Memoirs of the Extraordinary Life, Works, and Discoveries of Martinus Scriblerus","1741",1741,"","London","Prose Fiction","Biography (Mock); Satire","Pope, Alexander and Arbuthnot, John. <u>Memoirs of the Extraordinary Life, Works, and Discoveries of Martinus Scriblerus</u>. London: Hesperus Press, 2002.","",""
6491,"The Balloon of the Mind [From The Wild Swans at Coole]","1919",1919,"Macmillan","New York","Poetry","","Yeats, W.B. <U>The Wild Swans at Coole</U>. New York: Macmillan, 1919. &lt;<a href=""http://books.google.com/books?id=jDI3AAAAIAAJ"">Link to Google Books edition</a>&gt;","","Earlier edition of Wild Swans published in 1917? Is ""Balloon"" in that edition?"
6490,"Preface [from Max Weber's Essays in Sociology]","1946",1946,"Oxford University Press","New York","Prose","Sociology","Max Weber. <U>Essays in Sociology</U>. Ed. Gerth, Hans H. and C. Wright Mills. New York: Oxford UP, 1946. &lt;<a href=""http://books.google.com/books?id=e6m4xrnnDPgC"">Link to Google Books edition</a>&gt;","",""
6489,"Constantine Paleologus: Or, the Last of the Caesars: A Tragedy in Five Acts","1805",1805,"","","Drama","Tragedy","","","C-H takes from The Dramatic and Poetical Works (1851)."
4692,"Gamelyn: Or the Cook's Tale [From The Canterbury Tales of Chaucer, Modernis'd by Several Hands]","1741",1741,"Printed for J. and R. Tonson [etc.}","London","Poetry","","","",""
4693,"January and May; Or, The Merchant's Tale [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","Tale","","",""
4694,"The Desire of Woman: Or, The Wife of Bath's Tale [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","Tale","","",""
4695,"Palamon and Arcite: Or, the Knight's Tale. [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","Tale","","",""
4696,"Cambuscan: Or, The Squire's Tale [From The Canterbury Tales of Chaucer, Modernis'd by Several Hands]","1741",1741,"Printed for J. and R. Tonson [etc.}","London","Poetry","","","",""
4697,"Introduction. To his Royal Highness. [from An Ode to Mankind: Address'd to the Prince of Wales]","1741",1741,"Printed for R. Dodsley ... and sold by T. Cooper [etc.]","London","Poetry","","","",""
4698,"Constantia: Or, The Man of Law's Tale [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","","","",""
4699,"Gualtherus and Griselda: Or, the Clerk of <i>Oxford's</i> Tale. By the Same Hand [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","","","",""
4700,"Hints To A Schoolmaster. Address'd To Rev.d Dr. Turnbull. By Stephen Duck","1741",1741,"Printed for J. Roberts ... and R. Dodsley [etc.]","London","Poetry","","","",""
4701,"Anti-Pamela: or, Feign'd Innocence detected; In a series of Syrena's Adventures. A Narrative which has really its Foundation in Truth and Nature; and at the same time that it entertains, by a vast variety of surprizing Incidents, arms against a partial Credulity, by shewing the Mischiefs that frequently arise from a too sudden Admiration. Publish'd as a necessary Caution to all Young Gentlemen","1741",1741,"Printed for J. Huggonson","London","Prose Fiction","","","",""
4702,"The Improvement of the Mind: or, a supplement to the Art of Logick","1741",1741,"","London","Prose","Philosophy","","",""
4703,"The Improvement of the Mind: or, a supplement to the Art of Logick","1741",1741,"","London","Prose","Philosophy","","",""
4704,"The Haberdasher; Weaver; Carpenter; Dyer; Tap'stry-Merchant. [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","","","",""
4705,"HYMN XV.  [1 John ii. 1, 2.] [from Hymns on God's Everlasting Love. <i>To which is added</i>, The Cry of a <i>Reprobate</i>, AND The Horrible Decree.]","1741",1741,"","","Poetry","Hymn; Devotional","","",""
4706,"Gloria Patri [from Hymns on God's Everlasting Love. Second Series.]","1741",1741,"","","Poetry","Hymn; Devotional","","",""
4707,"The Carpenter of Oxford: Or, The Miller's Tale. [from The Canterbury Tales of Chaucer, modernis'd by several hands. Publsh'd by Mr. Oggle]","1741",1741,"Printed for J. and R. Tonson [etc.]","London","Poetry","","","",""
4708,"Verses to the Memory of Mrs. Elizabeth Frankland. [from Miscellaneous Work in Verse and Prose. By Mr. Miller: Volume the first]","1741",1741,"","London","Poetry","","","",""
4709,"Every Man in his Own Way. An Epistle to a Friend. By Stephen Duck","1741",1741,"Printed for J. Roberts ... and R. Dodsley [etc.]","London","Poetry","Epistle","","",""
4710,"An introduction towards an essay on the origin of the passions; in which is ... shewn how they are all acquir'd, and that they are no other than association of ideas of our own making, or what we learn of others","1741",1741,"Printed for R. Dodsley; and sold by T. Cooper","London","Prose","","<u>An introduction towards an essay on the origin of the passions; in which is ... shewn how they are all acquir'd, and that they are no other than association of ideas of our own making, or what we learn of others</u>. London, 1741. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4711,"Physico-theology: or, a philosophico-moral disquisition concerning human nature, free agency, moral government, and divine providence. By T. Morgan, M.D.","1741",1741,"Printed for T. Cox","London","Prose","Philosophy","Morgan, Thomas. <u>Physico-theology: or, a philosophico-moral disquisition concerning human nature, free agency, moral government, and divine providence. By T. Morgan, M.D</u>. London, 1741. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4712,"Seasonable Reproof: Or, The Poetical Pillory. A Satire. In the Manner of Horace. [from Miscellaneous Work in Verse and Prose. By Mr. Miller: Volume the first]","1741",1741,"","London","Poetry","","","",""
4713,"The Second Epistle of the First Book of Horace imitated. First published in 1741-2. ","1741-2",1741,"","","Poetry","Epistle; Translation","","",""
4714,"Persian Eclogues","1742",1742,"J. Roberts","London","Poetry","Eclogue","Ed. Roger Lonsdale. <u>The Poems of Thomas Gray, William Collins, and Oliver Goldsmith</u>. London and New York: Longman and Norton: 1972","w. <i>c</i>. 1739",""
4715,"The Difference Between Verbal and Practical Virtue","1742",1742,"","","","","","",""
4716,"A Rhapsody on Virtue and Pleasure, to James Reynolds, Esq; Lord Chief Baron of the Exchequer. [from Mr. Cooke's Original Poems, with Imitations and Translations of Several Select Passages of the Antients, In Four Parts: To which are added Proposals For perfecting the English Language]","1742",1742,"Printed for T. Jackson in St. James's-Street, and C. Bathurst [etc.]","London","Poetry","Rhapsody","","",""
4717,"The Battel of the Poets [from Mr. Cooke's Original Poems, with Imitations and Translations of Several Select Passages of the Antients, In Four Parts: To which are added Proposals For perfecting the English Language]","1742",1742,"Printed for T. Jackson in St. James's-Street, and C. Bathurst [etc.]","London","Poetry","","","",""
